time,house,duration,mean,ci_low,ci_high
190.0,11656 Owens Stream Apt. 106,1.0,1.4833333333333334,1.05,2.0333333333333337
190.0,7382 Sanchez Mountains,1.0,1.4833333333333334,1.05,2.0333333333333337
190.0,031 Michele Cliffs,1.0,1.4833333333333334,1.05,2.0333333333333337
190.0,713 Caleb Brooks Apt. 930,2.0,1.4833333333333334,1.05,2.0333333333333337
200.0,11656 Owens Stream Apt. 106,1.0,1.903333333333333,1.1199999999999999,2.6866666666666665
200.0,031 Michele Cliffs,1.0,1.903333333333333,1.1199999999999999,2.6866666666666665
200.0,248 Brandt Plains Apt. 465,1.0,1.903333333333333,1.1199999999999999,2.6866666666666665
210.0,7382 Sanchez Mountains,1.0,1.7,1.0,2.4
210.0,713 Caleb Brooks Apt. 930,1.0,1.7,1.0,2.4
210.0,248 Brandt Plains Apt. 465,1.0,1.7,1.0,2.4
220.0,11656 Owens Stream Apt. 106,3.0,1.45,1.0,2.2
230.0,031 Michele Cliffs,1.0,1.04,1.0,1.12
230.0,713 Caleb Brooks Apt. 930,1.0,1.04,1.0,1.12
230.0,248 Brandt Plains Apt. 465,2.0,1.04,1.0,1.12
230.0,7382 Sanchez Mountains,1.0,1.04,1.0,1.12
230.0,11656 Owens Stream Apt. 106,1.0,1.04,1.0,1.12
240.0,713 Caleb Brooks Apt. 930,4.0,1.29,1.04475,1.6657499999999994
240.0,031 Michele Cliffs,1.0,1.29,1.04475,1.6657499999999994
240.0,713 Caleb Brooks Apt. 930,1.0,1.29,1.04475,1.6657499999999994
250.0,11656 Owens Stream Apt. 106,1.0,4.066666666666666,1.0666666666666667,9.6
250.0,248 Brandt Plains Apt. 465,1.0,4.066666666666666,1.0666666666666667,9.6
250.0,7382 Sanchez Mountains,1.0,4.066666666666666,1.0666666666666667,9.6
250.0,031 Michele Cliffs,1.0,4.066666666666666,1.0666666666666667,9.6
260.0,248 Brandt Plains Apt. 465,3.0,1.3833333333333333,1.1333333333333333,1.7333333333333332
270.0,713 Caleb Brooks Apt. 930,9.0,1.7333333333333332,1.0,2.7366666666666637
260.0,031 Michele Cliffs,2.0,1.3833333333333333,1.1333333333333333,1.7333333333333332
260.0,11656 Owens Stream Apt. 106,1.0,1.3833333333333333,1.1333333333333333,1.7333333333333332
270.0,7382 Sanchez Mountains,1.0,1.7333333333333332,1.0,2.7366666666666637
270.0,031 Michele Cliffs,1.0,1.7333333333333332,1.0,2.7366666666666637
280.0,713 Caleb Brooks Apt. 930,1.0,3.5666666666666673,1.42375,6.916666666666667
280.0,248 Brandt Plains Apt. 465,1.0,3.5666666666666673,1.42375,6.916666666666667
290.0,11656 Owens Stream Apt. 106,1.0,2.35,1.3333333333333335,3.4733333333333274
290.0,031 Michele Cliffs,1.0,2.35,1.3333333333333335,3.4733333333333274
290.0,7382 Sanchez Mountains,1.0,2.35,1.3333333333333335,3.4733333333333274
290.0,248 Brandt Plains Apt. 465,1.0,2.35,1.3333333333333335,3.4733333333333274
290.0,713 Caleb Brooks Apt. 930,1.0,2.35,1.3333333333333335,3.4733333333333274
290.0,031 Michele Cliffs,1.0,2.35,1.3333333333333335,3.4733333333333274
300.0,248 Brandt Plains Apt. 465,1.0,1.2,1.0,1.4
310.0,248 Brandt Plains Apt. 465,1.0,1.4,1.0,2.2
310.0,7382 Sanchez Mountains,1.0,1.4,1.0,2.2
310.0,11656 Owens Stream Apt. 106,1.0,1.4,1.0,2.2
310.0,031 Michele Cliffs,1.0,1.4,1.0,2.2
320.0,713 Caleb Brooks Apt. 930,1.0,1.7333333333333332,1.15,2.3
320.0,11656 Owens Stream Apt. 106,2.0,1.7333333333333332,1.15,2.3
320.0,7382 Sanchez Mountains,3.0,1.7333333333333332,1.15,2.3
320.0,248 Brandt Plains Apt. 465,3.0,1.7333333333333332,1.15,2.3
330.0,713 Caleb Brooks Apt. 930,1.0,1.9333333333333336,1.0666666666666667,2.8349999999999986
340.0,031 Michele Cliffs,1.0,1.3333333333333335,1.0,1.6666666666666667
340.0,248 Brandt Plains Apt. 465,1.0,1.3333333333333335,1.0,1.6666666666666667
340.0,7382 Sanchez Mountains,1.0,1.3333333333333335,1.0,1.6666666666666667
350.0,031 Michele Cliffs,3.0,1.9333333333333331,1.0666666666666667,2.8000000000000003
340.0,11656 Owens Stream Apt. 106,1.0,1.3333333333333335,1.0,1.6666666666666667
350.0,713 Caleb Brooks Apt. 930,5.0,1.9333333333333331,1.0666666666666667,2.8000000000000003
350.0,7382 Sanchez Mountains,2.0,1.9333333333333331,1.0666666666666667,2.8000000000000003
360.0,11656 Owens Stream Apt. 106,7.0,1.8466666666666665,1.08,3.1
360.0,248 Brandt Plains Apt. 465,3.0,1.8466666666666665,1.08,3.1
360.0,031 Michele Cliffs,3.0,1.8466666666666665,1.08,3.1
370.0,713 Caleb Brooks Apt. 930,2.0,1.2833333333333334,1.0,1.5833333333333335
370.0,7382 Sanchez Mountains,3.0,1.2833333333333334,1.0,1.5833333333333335
370.0,248 Brandt Plains Apt. 465,1.0,1.2833333333333334,1.0,1.5833333333333335
370.0,7382 Sanchez Mountains,1.0,1.2833333333333334,1.0,1.5833333333333335
380.0,11656 Owens Stream Apt. 106,1.0,1.2333333333333334,1.0,1.6333333333333335
380.0,713 Caleb Brooks Apt. 930,1.0,1.2333333333333334,1.0,1.6333333333333335
380.0,031 Michele Cliffs,1.0,1.2333333333333334,1.0,1.6333333333333335
390.0,7382 Sanchez Mountains,1.0,1.4,1.0,2.0
390.0,11656 Owens Stream Apt. 106,1.0,1.4,1.0,2.0
400.0,248 Brandt Plains Apt. 465,1.0,1.6,1.2,2.0
400.0,7382 Sanchez Mountains,4.0,1.6,1.2,2.0
400.0,713 Caleb Brooks Apt. 930,1.0,1.6,1.2,2.0
400.0,248 Brandt Plains Apt. 465,2.0,1.6,1.2,2.0
400.0,031 Michele Cliffs,2.0,1.6,1.2,2.0
410.0,713 Caleb Brooks Apt. 930,1.0,1.3666666666666667,1.0,1.9666666666666663
410.0,11656 Owens Stream Apt. 106,1.0,1.3666666666666667,1.0,1.9666666666666663
420.0,248 Brandt Plains Apt. 465,1.0,2.1833333333333336,1.2333333333333334,3.1333333333333333
420.0,713 Caleb Brooks Apt. 930,1.0,2.1833333333333336,1.2333333333333334,3.1333333333333333
420.0,7382 Sanchez Mountains,1.0,2.1833333333333336,1.2333333333333334,3.1333333333333333
420.0,031 Michele Cliffs,1.0,2.1833333333333336,1.2333333333333334,3.1333333333333333
430.0,11656 Owens Stream Apt. 106,2.0,2.1,1.5,2.7
430.0,7382 Sanchez Mountains,1.0,2.1,1.5,2.7
440.0,713 Caleb Brooks Apt. 930,1.0,1.7,1.15,2.6
440.0,11656 Owens Stream Apt. 106,1.0,1.7,1.15,2.6
440.0,248 Brandt Plains Apt. 465,2.0,1.7,1.15,2.6
440.0,031 Michele Cliffs,1.0,1.7,1.15,2.6
450.0,7382 Sanchez Mountains,1.0,1.35,1.0,1.75
450.0,11656 Owens Stream Apt. 106,1.0,1.35,1.0,1.75
460.0,248 Brandt Plains Apt. 465,1.0,1.5633333333333332,1.2133333333333332,2.016666666666667
460.0,713 Caleb Brooks Apt. 930,1.0,1.5633333333333332,1.2133333333333332,2.016666666666667
460.0,031 Michele Cliffs,2.0,1.5633333333333332,1.2133333333333332,2.016666666666667
460.0,7382 Sanchez Mountains,3.0,1.5633333333333332,1.2133333333333332,2.016666666666667
470.0,11656 Owens Stream Apt. 106,7.0,2.0,1.231666666666667,2.8666666666666667
470.0,248 Brandt Plains Apt. 465,3.0,2.0,1.231666666666667,2.8666666666666667
470.0,7382 Sanchez Mountains,1.0,2.0,1.231666666666667,2.8666666666666667
480.0,713 Caleb Brooks Apt. 930,3.0,1.95,1.4,2.6024999999999974
480.0,031 Michele Cliffs,1.0,1.95,1.4,2.6024999999999974
480.0,11656 Owens Stream Apt. 106,1.0,1.95,1.4,2.6024999999999974
480.0,7382 Sanchez Mountains,1.0,1.95,1.4,2.6024999999999974
490.0,713 Caleb Brooks Apt. 930,1.0,2.0833333333333335,1.4,2.7666666666666666
490.0,031 Michele Cliffs,1.0,2.0833333333333335,1.4,2.7666666666666666
500.0,248 Brandt Plains Apt. 465,1.0,1.8333333333333333,1.0,3.0
500.0,7382 Sanchez Mountains,2.0,1.8333333333333333,1.0,3.0
60.0,33387 Robert Harbors Suite 317,59.0,12.446666666666667,2.0100000000000002,23.74791666666666
60.0,80132 Tucker Forest,57.0,12.446666666666667,2.0100000000000002,23.74791666666666
50.0,26064 Mitchell Square Suite 234,47.0,23.083333333333336,5.333333333333333,37.583333333333336
50.0,98050 Breanna Parkway,49.0,23.083333333333336,5.333333333333333,37.583333333333336
30.0,81219 Emma Freeway,30.0,30.0,28.5,31.5
40.0,81219 Emma Freeway,2.0,22.486666666666668,9.466666666666667,35.927499999999995
60.0,81219 Emma Freeway,4.0,12.446666666666667,2.0100000000000002,23.74791666666666
60.0,26064 Mitchell Square Suite 234,1.0,12.446666666666667,2.0100000000000002,23.74791666666666
70.0,26064 Mitchell Square Suite 234,4.0,7.4333333333333345,1.6,18.1
70.0,80132 Tucker Forest,1.0,7.4333333333333345,1.6,18.1
90.0,98050 Breanna Parkway,13.0,3.9,1.6666666666666665,6.966666666666666
80.0,81219 Emma Freeway,1.0,2.4833333333333334,1.15,4.942083333333332
80.0,33387 Robert Harbors Suite 317,1.0,2.4833333333333334,1.15,4.942083333333332
90.0,33387 Robert Harbors Suite 317,1.0,3.9,1.6666666666666665,6.966666666666666
90.0,26064 Mitchell Square Suite 234,2.0,3.9,1.6666666666666665,6.966666666666666
100.0,80132 Tucker Forest,2.0,2.38,1.08,3.7954999999999948
100.0,81219 Emma Freeway,2.0,2.38,1.08,3.7954999999999948
100.0,26064 Mitchell Square Suite 234,1.0,2.38,1.08,3.7954999999999948
100.0,98050 Breanna Parkway,1.0,2.38,1.08,3.7954999999999948
100.0,33387 Robert Harbors Suite 317,1.0,2.38,1.08,3.7954999999999948
110.0,81219 Emma Freeway,1.0,1.5999999999999999,1.0666666666666667,2.2666666666666666
110.0,26064 Mitchell Square Suite 234,2.0,1.5999999999999999,1.0666666666666667,2.2666666666666666
110.0,80132 Tucker Forest,1.0,1.5999999999999999,1.0666666666666667,2.2666666666666666
120.0,80132 Tucker Forest,1.0,1.28,1.08,1.4704999999999997
120.0,98050 Breanna Parkway,1.0,1.28,1.08,1.4704999999999997
120.0,33387 Robert Harbors Suite 317,1.0,1.28,1.08,1.4704999999999997
120.0,26064 Mitchell Square Suite 234,1.0,1.28,1.08,1.4704999999999997
130.0,81219 Emma Freeway,1.0,1.1333333333333333,1.0,1.4000000000000001
130.0,98050 Breanna Parkway,1.0,1.1333333333333333,1.0,1.4000000000000001
140.0,80132 Tucker Forest,1.0,1.3,1.0,1.6
140.0,26064 Mitchell Square Suite 234,2.0,1.3,1.0,1.6
140.0,33387 Robert Harbors Suite 317,1.0,1.3,1.0,1.6
140.0,98050 Breanna Parkway,3.0,1.3,1.0,1.6
150.0,80132 Tucker Forest,1.0,1.8666666666666665,1.5333333333333334,2.3
150.0,26064 Mitchell Square Suite 234,1.0,1.8666666666666665,1.5333333333333334,2.3
150.0,81219 Emma Freeway,3.0,1.8666666666666665,1.5333333333333334,2.3
160.0,98050 Breanna Parkway,1.0,1.0,1.0,1.0
160.0,33387 Robert Harbors Suite 317,1.0,1.0,1.0,1.0
170.0,80132 Tucker Forest,1.0,1.0666666666666667,1.0,1.2
170.0,81219 Emma Freeway,1.0,1.0666666666666667,1.0,1.2
170.0,26064 Mitchell Square Suite 234,1.0,1.0666666666666667,1.0,1.2
180.0,80132 Tucker Forest,3.0,1.3,1.1,1.5
180.0,98050 Breanna Parkway,1.0,1.3,1.1,1.5
180.0,26064 Mitchell Square Suite 234,1.0,1.3,1.1,1.5
180.0,33387 Robert Harbors Suite 317,1.0,1.3,1.1,1.5
190.0,98050 Breanna Parkway,1.0,1.4833333333333334,1.05,2.0333333333333337
190.0,81219 Emma Freeway,1.0,1.4833333333333334,1.05,2.0333333333333337
190.0,33387 Robert Harbors Suite 317,1.0,1.4833333333333334,1.05,2.0333333333333337
200.0,98050 Breanna Parkway,1.0,1.903333333333333,1.1199999999999999,2.6866666666666665
200.0,80132 Tucker Forest,1.0,1.903333333333333,1.1199999999999999,2.6866666666666665
200.0,26064 Mitchell Square Suite 234,1.0,1.903333333333333,1.1199999999999999,2.6866666666666665
210.0,81219 Emma Freeway,1.0,1.7,1.0,2.4
210.0,98050 Breanna Parkway,1.0,1.7,1.0,2.4
210.0,80132 Tucker Forest,1.0,1.7,1.0,2.4
220.0,33387 Robert Harbors Suite 317,1.0,1.45,1.0,2.2
220.0,26064 Mitchell Square Suite 234,1.0,1.45,1.0,2.2
220.0,26064 Mitchell Square Suite 234,1.0,1.45,1.0,2.2
230.0,81219 Emma Freeway,1.0,1.04,1.0,1.12
230.0,98050 Breanna Parkway,1.0,1.04,1.0,1.12
230.0,33387 Robert Harbors Suite 317,1.0,1.04,1.0,1.12
230.0,80132 Tucker Forest,1.0,1.04,1.0,1.12
240.0,33387 Robert Harbors Suite 317,1.0,1.29,1.04475,1.6657499999999994
240.0,81219 Emma Freeway,1.0,1.29,1.04475,1.6657499999999994
240.0,26064 Mitchell Square Suite 234,1.0,1.29,1.04475,1.6657499999999994
250.0,98050 Breanna Parkway,1.0,4.066666666666666,1.0666666666666667,9.6
250.0,33387 Robert Harbors Suite 317,1.0,4.066666666666666,1.0666666666666667,9.6
250.0,80132 Tucker Forest,1.0,4.066666666666666,1.0666666666666667,9.6
260.0,26064 Mitchell Square Suite 234,1.0,1.3833333333333333,1.1333333333333333,1.7333333333333332
260.0,98050 Breanna Parkway,1.0,1.3833333333333333,1.1333333333333333,1.7333333333333332
260.0,81219 Emma Freeway,2.0,1.3833333333333333,1.1333333333333333,1.7333333333333332
260.0,80132 Tucker Forest,1.0,1.3833333333333333,1.1333333333333333,1.7333333333333332
270.0,98050 Breanna Parkway,1.0,1.7333333333333332,1.0,2.7366666666666637
270.0,33387 Robert Harbors Suite 317,1.0,1.7333333333333332,1.0,2.7366666666666637
280.0,80132 Tucker Forest,3.0,3.5666666666666673,1.42375,6.916666666666667
280.0,81219 Emma Freeway,1.0,3.5666666666666673,1.42375,6.916666666666667
280.0,26064 Mitchell Square Suite 234,4.0,3.5666666666666673,1.42375,6.916666666666667
280.0,80132 Tucker Forest,1.0,3.5666666666666673,1.42375,6.916666666666667
290.0,98050 Breanna Parkway,1.0,2.35,1.3333333333333335,3.4733333333333274
290.0,81219 Emma Freeway,1.0,2.35,1.3333333333333335,3.4733333333333274
290.0,26064 Mitchell Square Suite 234,1.0,2.35,1.3333333333333335,3.4733333333333274
290.0,33387 Robert Harbors Suite 317,4.0,2.35,1.3333333333333335,3.4733333333333274
300.0,80132 Tucker Forest,1.0,1.2,1.0,1.4
300.0,98050 Breanna Parkway,1.0,1.2,1.0,1.4
300.0,81219 Emma Freeway,2.0,1.2,1.0,1.4
300.0,26064 Mitchell Square Suite 234,2.0,1.2,1.0,1.4
310.0,33387 Robert Harbors Suite 317,1.0,1.4,1.0,2.2
310.0,26064 Mitchell Square Suite 234,1.0,1.4,1.0,2.2
320.0,33387 Robert Harbors Suite 317,1.0,1.7333333333333332,1.15,2.3
320.0,80132 Tucker Forest,1.0,1.7333333333333332,1.15,2.3
320.0,81219 Emma Freeway,1.0,1.7333333333333332,1.15,2.3
320.0,98050 Breanna Parkway,1.0,1.7333333333333332,1.15,2.3
330.0,33387 Robert Harbors Suite 317,1.0,1.9333333333333336,1.0666666666666667,2.8349999999999986
330.0,80132 Tucker Forest,1.0,1.9333333333333336,1.0666666666666667,2.8349999999999986
330.0,26064 Mitchell Square Suite 234,2.0,1.9333333333333336,1.0666666666666667,2.8349999999999986
340.0,81219 Emma Freeway,1.0,1.3333333333333335,1.0,1.6666666666666667
340.0,26064 Mitchell Square Suite 234,1.0,1.3333333333333335,1.0,1.6666666666666667
350.0,33387 Robert Harbors Suite 317,3.0,1.9333333333333331,1.0666666666666667,2.8000000000000003
350.0,98050 Breanna Parkway,3.0,1.9333333333333331,1.0666666666666667,2.8000000000000003
350.0,81219 Emma Freeway,2.0,1.9333333333333331,1.0666666666666667,2.8000000000000003
350.0,80132 Tucker Forest,4.0,1.9333333333333331,1.0666666666666667,2.8000000000000003
360.0,33387 Robert Harbors Suite 317,1.0,1.8466666666666665,1.08,3.1
360.0,98050 Breanna Parkway,2.0,1.8466666666666665,1.08,3.1
360.0,80132 Tucker Forest,1.0,1.8466666666666665,1.08,3.1
360.0,26064 Mitchell Square Suite 234,2.0,1.8466666666666665,1.08,3.1
370.0,98050 Breanna Parkway,1.0,1.2833333333333334,1.0,1.5833333333333335
370.0,33387 Robert Harbors Suite 317,1.0,1.2833333333333334,1.0,1.5833333333333335
370.0,81219 Emma Freeway,1.0,1.2833333333333334,1.0,1.5833333333333335
370.0,26064 Mitchell Square Suite 234,1.0,1.2833333333333334,1.0,1.5833333333333335
380.0,80132 Tucker Forest,1.0,1.2333333333333334,1.0,1.6333333333333335
380.0,98050 Breanna Parkway,1.0,1.2333333333333334,1.0,1.6333333333333335
380.0,80132 Tucker Forest,1.0,1.2333333333333334,1.0,1.6333333333333335
390.0,33387 Robert Harbors Suite 317,1.0,1.4,1.0,2.0
390.0,26064 Mitchell Square Suite 234,1.0,1.4,1.0,2.0
390.0,81219 Emma Freeway,1.0,1.4,1.0,2.0
390.0,98050 Breanna Parkway,1.0,1.4,1.0,2.0
400.0,33387 Robert Harbors Suite 317,1.0,1.6,1.2,2.0
400.0,80132 Tucker Forest,1.0,1.6,1.2,2.0
410.0,81219 Emma Freeway,1.0,1.3666666666666667,1.0,1.9666666666666663
420.0,98050 Breanna Parkway,6.0,2.1833333333333336,1.2333333333333334,3.1333333333333333
410.0,26064 Mitchell Square Suite 234,1.0,1.3666666666666667,1.0,1.9666666666666663
420.0,80132 Tucker Forest,1.0,2.1833333333333336,1.2333333333333334,3.1333333333333333
430.0,33387 Robert Harbors Suite 317,3.0,2.1,1.5,2.7
430.0,26064 Mitchell Square Suite 234,1.0,2.1,1.5,2.7
430.0,81219 Emma Freeway,5.0,2.1,1.5,2.7
440.0,80132 Tucker Forest,2.0,1.7,1.15,2.6
440.0,98050 Breanna Parkway,1.0,1.7,1.15,2.6
440.0,26064 Mitchell Square Suite 234,1.0,1.7,1.15,2.6
440.0,98050 Breanna Parkway,1.0,1.7,1.15,2.6
450.0,80132 Tucker Forest,1.0,1.35,1.0,1.75
450.0,33387 Robert Harbors Suite 317,1.0,1.35,1.0,1.75
450.0,81219 Emma Freeway,1.0,1.35,1.0,1.75
460.0,26064 Mitchell Square Suite 234,2.0,1.5633333333333332,1.2133333333333332,2.016666666666667
460.0,33387 Robert Harbors Suite 317,1.0,1.5633333333333332,1.2133333333333332,2.016666666666667
460.0,98050 Breanna Parkway,1.0,1.5633333333333332,1.2133333333333332,2.016666666666667
470.0,81219 Emma Freeway,1.0,2.0,1.231666666666667,2.8666666666666667
470.0,80132 Tucker Forest,1.0,2.0,1.231666666666667,2.8666666666666667
480.0,33387 Robert Harbors Suite 317,1.0,1.95,1.4,2.6024999999999974
480.0,98050 Breanna Parkway,5.0,1.95,1.4,2.6024999999999974
480.0,80132 Tucker Forest,1.0,1.95,1.4,2.6024999999999974
480.0,26064 Mitchell Square Suite 234,1.0,1.95,1.4,2.6024999999999974
490.0,81219 Emma Freeway,1.0,2.0833333333333335,1.4,2.7666666666666666
490.0,98050 Breanna Parkway,1.0,2.0833333333333335,1.4,2.7666666666666666
490.0,33387 Robert Harbors Suite 317,2.0,2.0833333333333335,1.4,2.7666666666666666
500.0,80132 Tucker Forest,3.0,1.8333333333333333,1.0,3.0
